p0,lpips_alex,MOS
SculptureShaman_simpL1_qp7_qt6_decompJPEG_2048x2048_Q25, 0.997975, 0.976190476190475
SculptureShaman_simpL1_qp8_qt8_decompJPEG_712x712_Q10, 0.756625, 0.68452380952381
SculptureShaman_simpL1_qp9_qt6_decompJPEG_1024x1024_Q50, 0.583205, 0.5625
SculptureShaman_simpL1_qp9_qt7_decompJPEG_1024x1024_Q25, 0.522136, 0.422619047619047
SculptureShaman_simpL1_qp9_qt8_decompJPEG_2048x2048_Q10, 0.502475, 0.286585365853657
SculptureShaman_simpL1_qp9_qt8_decompJPEG_712x712_Q25, 0.448573, 0.295454545454545
SculptureShaman_simpL1_qp9_qt9_decompJPEG_2048x2048_Q10, 0.470615, 0.348837209302325
SculptureShaman_simpL10_qp10_qt6_decompJPEG_1440x1440_Q90, 0.565505, 0.44375
SculptureShaman_simpL10_qp10_qt6_decompJPEG_2048x2048_Q25, 0.598260, 0.38953488372093
SculptureShaman_simpL10_qp10_qt7_decompJPEG_712x712_Q75, 0.528178, 0.296511627906977
SculptureShaman_simpL10_qp10_qt8_decompJPEG_512x512_Q50, 0.571026, 0.408536585365852
SculptureShaman_simpL10_qp11_qt6_decompJPEG_1024x1024_Q10, 0.683120, 0.607142857142858
SculptureShaman_simpL10_qp11_qt6_decompJPEG_1440x1440_Q25, 0.590577, 0.454545454545455
SculptureShaman_simpL10_qp11_qt6_decompJPEG_1440x1440_Q90, 0.563667, 0.339285714285715
SculptureShaman_simpL10_qp11_qt6_decompJPEG_2048x2048_Q10, 0.647177, 0.44186046511628
SculptureShaman_simpL10_qp11_qt7_decompJPEG_1440x1440_Q25, 0.553624, 0.323170731707317
SculptureShaman_simpL10_qp11_qt8_decompJPEG_712x712_Q75, 0.491601, 0.333333333333332
SculptureShaman_simpL10_qp7_qt6_decompJPEG_1024x1024_Q10, 0.706372, 0.660714285714285
SculptureShaman_simpL10_qp7_qt6_decompJPEG_1024x1024_Q75, 0.603287, 0.476190476190475
SculptureShaman_simpL10_qp7_qt6_decompJPEG_2048x2048_Q25, 0.622881, 0.494318181818183
SculptureShaman_simpL10_qp7_qt7_decompJPEG_2048x2048_Q25, 0.585848, 0.45625
SculptureShaman_simpL10_qp7_qt7_decompJPEG_712x712_Q75, 0.562739, 0.477777777777778
SculptureShaman_simpL10_qp8_qt6_decompJPEG_2048x2048_Q25, 0.605271, 0.476744186046512
SculptureShaman_simpL10_qp8_qt6_decompJPEG_512x512_Q75, 0.601357, 0.406976744186047
SculptureShaman_simpL10_qp8_qt9_decompJPEG_1024x1024_Q90, 0.491907, 0.33139534883721
SculptureShaman_simpL10_qp9_qt6_decompJPEG_2048x2048_Q25, 0.594467, 0.464285714285715
SculptureShaman_simpL10_qp9_qt6_decompJPEG_712x712_Q50, 0.580645, 0.318181818181817
SculptureShaman_simpL10_qp9_qt7_decompJPEG_512x512_Q25, 0.651305, 0.386904761904763
SculptureShaman_simpL2_qp11_qt8_decompJPEG_2048x2048_Q10, 0.256821, 0.11046511627907
SculptureShaman_simpL2_qp9_qt8_decompJPEG_1440x1440_Q50, 0.395445, 0.325581395348837
SculptureShaman_simpL2_qp9_qt8_decompJPEG_512x512_Q25, 0.428072, 0.352272727272728
SculptureShaman_simpL3_qp11_qt6_decompJPEG_512x512_Q90, 0.341912, 0.551136363636363
SculptureShaman_simpL3_qp7_qt8_decompJPEG_1440x1440_Q25, 0.987082, 0.953488372093023
SculptureShaman_simpL3_qp8_qt8_decompJPEG_2048x2048_Q75, 0.672194, 0.5625
SculptureShaman_simpL4_qp10_qt8_decompJPEG_2048x2048_Q10, 0.302592, 0.193181818181817
SculptureShaman_simpL4_qp8_qt10_decompJPEG_2048x2048_Q10, 0.651772, 0.587209302325583
SculptureShaman_simpL4_qp8_qt8_decompJPEG_712x712_Q10, 0.685543, 0.656976744186047
SculptureShaman_simpL4_qp9_qt8_decompJPEG_2048x2048_Q90, 0.341554, 0.25595238095238
SculptureShaman_simpL5_qp10_qt8_decompJPEG_2048x2048_Q10, 0.294001, 0.25
SculptureShaman_simpL5_qp11_qt6_decompJPEG_512x512_Q25, 0.378474, 0.51219512195122
SculptureShaman_simpL5_qp11_qt7_decompJPEG_2048x2048_Q50, 0.260629, 0.25595238095238
SculptureShaman_simpL5_qp7_qt10_decompJPEG_1024x1024_Q75, 0.912410, 0.946428571428573
SculptureShaman_simpL5_qp7_qt6_decompJPEG_1024x1024_Q10, 0.969716, 0.954545454545455
SculptureShaman_simpL5_qp8_qt8_decompJPEG_712x712_Q90, 0.596604, 0.5625
SculptureShaman_simpL6_qp11_qt6_decompJPEG_712x712_Q50, 0.393508, 0.644444444444445
SculptureShaman_simpL6_qp7_qt10_decompJPEG_1024x1024_Q75, 0.869769, 0.88953488372093
SculptureShaman_simpL6_qp7_qt8_decompJPEG_1440x1440_Q25, 0.892096, 0.90909090909091
SculptureShaman_simpL7_qp10_qt6_decompJPEG_2048x2048_Q25, 0.428790, 0.65
SculptureShaman_simpL8_qp9_qt6_decompJPEG_512x512_Q90, 0.428107, 0.69767441860465
SculptureShaman_simpL9_qp10_qt9_decompJPEG_712x712_Q10, 0.449036, 0.405555555555555
statue_simpL1_qp10_qt6_decompJPEG_2048x2048_Q75, 0.943722, 0.886904761904763
statue_simpL1_qp10_qt6_decompJPEG_512x512_Q25, 0.898740, 0.839285714285715
statue_simpL1_qp11_qt6_decompJPEG_512x512_Q25, 0.894244, 0.872093023255815
statue_simpL1_qp8_qt8_decompJPEG_1024x1024_Q25, 0.684838, 0.714285714285715
statue_simpL1_qp9_qt6_decompJPEG_1440x1440_Q10, 0.970092, 0.892857142857143
statue_simpL2_qp10_qt6_decompJPEG_712x712_Q90, 0.933864, 0.852564102564102
statue_simpL2_qp8_qt10_decompJPEG_1024x1024_Q10, 0.690224, 0.720238095238095
statue_simpL2_qp8_qt10_decompJPEG_1024x1024_Q25, 0.633530, 0.63953488372093
statue_simpL2_qp8_qt8_decompJPEG_712x712_Q90, 0.650996, 0.660714285714285
statue_simpL2_qp9_qt6_decompJPEG_1024x1024_Q90, 0.955154, 0.851190476190475
statue_simpL2_qp9_qt6_decompJPEG_2048x2048_Q75, 0.959505, 0.877906976744185
statue_simpL2_qp9_qt6_decompJPEG_2048x2048_Q90, 0.960712, 0.865853658536585
statue_simpL3_qp10_qt6_decompJPEG_512x512_Q50, 0.900712, 0.848837209302325
statue_simpL3_qp10_qt6_decompJPEG_712x712_Q10, 0.925173, 0.835365853658538
statue_simpL3_qp11_qt6_decompJPEG_512x512_Q75, 0.901249, 0.792682926829267
statue_simpL3_qp9_qt6_decompJPEG_2048x2048_Q90, 0.964061, 0.90625
statue_simpL3_qp9_qt6_decompJPEG_712x712_Q50, 0.948862, 0.88953488372093
statue_simpL4_qp10_qt6_decompJPEG_512x512_Q50, 0.893087, 0.85625
statue_simpL4_qp11_qt6_decompJPEG_712x712_Q10, 0.919517, 0.907894736842105
statue_simpL4_qp8_qt10_decompJPEG_1024x1024_Q75, 0.568800, 0.65340909090909
statue_simpL4_qp8_qt8_decompJPEG_1024x1024_Q10, 0.676244, 0.686046511627908
statue_simpL4_qp9_qt6_decompJPEG_2048x2048_Q90, 0.956797, 0.936046511627908
statue_simpL4_qp9_qt6_decompJPEG_712x712_Q25, 0.937450, 0.875
statue_simpL5_qp10_qt6_decompJPEG_1024x1024_Q50, 0.920531, 0.789772727272728
statue_simpL5_qp10_qt6_decompJPEG_1440x1440_Q50, 0.928724, 0.871951219512195
statue_simpL5_qp10_qt6_decompJPEG_2048x2048_Q75, 0.934850, 0.912790697674418
statue_simpL5_qp10_qt6_decompJPEG_2048x2048_Q90, 0.936325, 0.86875
statue_simpL5_qp10_qt6_decompJPEG_512x512_Q50, 0.889023, 0.789772727272728
statue_simpL5_qp10_qt8_decompJPEG_712x712_Q10, 0.339340, 0.305555555555555
statue_simpL5_qp11_qt6_decompJPEG_1024x1024_Q50, 0.914184, 0.8625
statue_simpL5_qp11_qt6_decompJPEG_1440x1440_Q50, 0.927474, 0.847560975609755
statue_simpL5_qp11_qt6_decompJPEG_2048x2048_Q75, 0.929480, 0.897727272727272
statue_simpL5_qp11_qt6_decompJPEG_2048x2048_Q90, 0.930543, 0.854651162790698
statue_simpL5_qp11_qt6_decompJPEG_712x712_Q25, 0.905514, 0.872093023255815
statue_simpL5_qp8_qt6_decompJPEG_2048x2048_Q25, 0.976956, 0.935897435897435
statue_simpL5_qp8_qt6_decompJPEG_2048x2048_Q75, 0.977424, 0.901162790697675
statue_simpL5_qp8_qt6_decompJPEG_2048x2048_Q90, 0.978809, 0.906976744186047
statue_simpL5_qp8_qt8_decompJPEG_1024x1024_Q90, 0.562914, 0.654761904761905
statue_simpL5_qp8_qt9_decompJPEG_512x512_Q25, 0.622401, 0.619318181818183
statue_simpL5_qp9_qt6_decompJPEG_2048x2048_Q25, 0.952517, 0.85
statue_simpL5_qp9_qt6_decompJPEG_2048x2048_Q50, 0.954669, 0.827380952380953
statue_simpL5_qp9_qt6_decompJPEG_2048x2048_Q75, 0.952928, 0.895348837209302
statue_simpL5_qp9_qt6_decompJPEG_2048x2048_Q90, 0.954727, 0.9125
statue_simpL5_qp9_qt6_decompJPEG_512x512_Q10, 0.941412, 0.875
statue_simpL6_qp8_qt10_decompJPEG_1024x1024_Q25, 0.501803, 0.577380952380953
statue_simpL6_qp8_qt10_decompJPEG_1024x1024_Q50, 0.484049, 0.572222222222223
statue_simpL6_qp8_qt6_decompJPEG_2048x2048_Q90, 0.975892, 0.914634146341462
statue_simpL7_qp11_qt6_decompJPEG_1440x1440_Q75, 0.912754, 0.857142857142857
statue_simpL7_qp8_qt6_decompJPEG_1024x1024_Q50, 0.946458, 0.946428571428573
statue_simpL7_qp8_qt6_decompJPEG_1024x1024_Q75, 0.950780, 0.959302325581395
statue_simpL7_qp8_qt6_decompJPEG_1024x1024_Q90, 0.950008, 0.914772727272728
statue_simpL7_qp8_qt6_decompJPEG_2048x2048_Q90, 0.955276, 0.912790697674418
statue_simpL9_qp10_qt8_decompJPEG_712x712_Q75, 0.301332, 0.401162790697675
